,users,date,location,star,headers,body,fit,product,size,height and weight
647,Roger W.,27 Jun 2022,United States,5,Looks and fits great,Sizing was spot on (XL).,N/A,Tech Shirt - Stone Blue,XL,N/A
648,Joshua N.,26 Jun 2022,United States,4,nice active tee,Nicer than most tees. Holds shape and is comfortable. The collar is rather tight on me. A darker blue would be nice.,N/A,Tech Shirt - Stone Blue,LARGE,N/A
649,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
650,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
651,John C.,01 Jun 2022,United States,5,Great shirt,"Comfortable, stretchy, softer than most, medium weight, runs on the smaller side (I often wear a medium but opted for a Large).",N/A,Tech Shirt - Zissou,LARGE,N/A
652,Ben S.,18 May 2022,United States,5,Great shirt,"Feels great, fit is great, I like the look. 5/5",N/A,Tech Shirt - Black Heather,XL,N/A
653,Kelly S.,09 May 2022,United States,5,Absolutely love it!,"I was looking for a cycling jersey that wasn't skin tight, but has nice form fitment. This jersey fit the bill perfectly. It's comfortable, feels light, and isn't super baggy at all. Very happy with this. I own two of them, and will probably buy all the colors.",N/A,Tech Shirt - Stone Blue,XXL,N/A
654,Ken P.,05 May 2022,United States,5,Versatile shirt,"Comfortable, versatile, quick drying all around shirt, I’ve used it Mtn biking, rock climbing, table tennis & general wear. I’m 6’, 162lbs & bought a medium, while it fits fine & is comfortable once on, the neck opening is a little tight going over my larger than normal head. I will definitely buy another & may try a large next time.",N/A,Tech Shirt - Stone Blue,MEDIUM,N/A
655,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
656,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
657,Philip M.,25 Apr 2022,United States,5,Love it,"Great tee shirt for general wear, for workouts and under a long sleeve shirt for color accent. Very soft and I love that the collar never sags",N/A,Tech Shirt - Zissou,XL,N/A
658,Tyler C.,12 Apr 2022,United States,5,great shirt,"I have been wearing this shirt constantly since it arrived with my new shorts the other day. It might only be 40f in Minneapolis, but that won't stop me from wearing this as a base for commuting and in office.",N/A,Tech Shirt - Black Heather,SMALL,N/A
659,Dan M.,06 Apr 2022,United States,5,Super comfortable - Great fit,"Feels luxurious and simple to relax, run, or ride in around town in this t-shirt.",N/A,Tech Shirt - Zissou,SMALL,N/A
660,Yaakov L.,15 Mar 2022,United States,5,Super comfy shirt,"Great shirt for both on and off the bike! I originally got it for riding on the bike, and while it's good for this, I found I've been using it more just wearing casually around town. Great neckline and it fits well in all the right places!",N/A,Tech Shirt - Stone Blue,MEDIUM,N/A
661,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
662,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
663,Michael W.,04 Mar 2022,United States,5,Awesome shirt,"My wife gave this to me and I've never been happier. The cut is awesome and is great on or off the bike. The fabric feels like the nicest cotton T you've ever had. It doesn't have any of that ""tech"" fabric feel that other similar shirts have. I'm 6'3"" 178 lbs and the Large is spot on. I wear a Medium for anything that I'm going to wear on the road (Magic Shell/House Wind Vest/etc) but opt for a Large in everything else.",N/A,Tech Shirt - Zissou,,N/A
664,Dylan L.,25 Feb 2022,United States,5,The one shirt to rule them all.,"The perfect do-it-all shirt. I wear this on and off the bike, no matter where the high quality you expect is consistent. Solid travel shirt and you can sleep easy knowing it uses sustainable materials in its creation. Awesome all around!",N/A,Tech Shirt - Zissou,SMALL,N/A
665,Sam W.,19 Feb 2022,United States,5,The Perfect T Shirt,"Best t shirt I have ever worn. Wear it riding, wear it out. It feels great and looks great. Not one complaint.",N/A,Tech Shirt - Black Heather,LARGE,N/A
666,Ethan B.,11 Jan 2022,United States,5,The best US-made technical shirt money can buy,"This shirt is phenomenal. It is a perfect weight for all sorts of adventures (biking, running, backpacking), fits and is constructed really well, and (best of all) is made in the good ol' USA. Thanks Ornot for a great piece of gear!",N/A,Tech Shirt - Black Heather,LARGE,N/A
667,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
668,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
669,Benjamin G.,10 Jan 2022,United States,5,Basic…ornot,"Easily one of my favorite tees. On or off the bike it’s a classic. Just enough bagginess, I’m 5’9” 170lbs and bought a medium.",N/A,Tech Shirt - Stone Blue,MEDIUM,N/A
670,Nat S.,18 Dec 2021,United States,5,Excellent shirt,Soft and comfortable. I look forward to the days I get to wear this shirt.,N/A,Tech Shirt - Stone Blue,LARGE,N/A
671,Andre B.,16 Dec 2021,United States,4,sizing got bigger,"Great shirt, but whereas the fit from the first drop was nice and snug, my recently purchased shirts have increased in length, making them a bit billowy and saggy when riding.",N/A,Tech Shirt - Black Heather,XL,N/A
672,Kyle L.,16 Dec 2021,United States,5,For sure my favorite shirt,"I believe I own almost every color of the Recycled Tech Shirt because they are my favorite fitting, and style, t-shirt I have worn. Durable and stylish. I wear a small in almost every item from OrNot, except for these shirts, I went with a Medium and am happy with that choice.",N/A,Tech Shirt - Zissou,MEDIUM,N/A
673,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
674,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
675,Kyle L.,16 Dec 2021,United States,5,"Favorite Shirt I Own, For Real","I believe I own almost every color of the Recycled Tech Shirt because they are my favorite fitting, and style, t-shirt I have worn. Durable and stylish. I wear a small in almost every item from OrNot, except for these shirts, I went with a Medium and am happy with that choice.",N/A,Tech Shirt - Stone Blue,MEDIUM,N/A
676,Troy B.,25 Nov 2021,United States,5,wonderfully designed and crafted piece,"Great fit, great colorway, and high quality materials. I have personally found the sizing to be a little slim and would recommend sizing up. I will be buying the other colors soon!",N/A,Tech Shirt - Stone Blue,LARGE,N/A
677,Pat S.,08 Nov 2021,United States,5,Steve,excellent !!,N/A,Tech Shirt - Zissou,MEDIUM,N/A
678,Abraham A.,08 Nov 2021,United States,5,"Fits great, breathes well",Love this shirt for casual wear and laid back cruising,N/A,Tech Shirt - Stone Blue,XL,N/A
679,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
680,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
681,Robert S.,08 Nov 2021,United States,5,New Favorite,Soft and the fit is perfect.,N/A,Tech Shirt - Zissou,MEDIUM,N/A
682,Frank S.,05 Nov 2021,United States,5,"Great color, and comfy shirt",This is one of my favorite colors so far for the tech shirts. The fit is a little more on the loose side compared to some of the original ones but not so much you have to size down.,N/A,Tech Shirt - Zissou,MEDIUM,N/A
683,Matthew S.,22 Sep 2021,United States,5,This is my new favorite t-shirt,Title says it all,N/A,Tech Shirt - Black Heather,MEDIUM,N/A
684,Joe B.,31 Aug 2021,United States,5,pretty perfect!,"Everything is great about this shirt. Two caveats -- I ordered a size up (L) from my usual Ornot size (M). Fit is great. Sleeves are on the shorter side, so get ready to wreck your prolines.",N/A,Tech Shirt - Black Heather,LARGE,N/A
685,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
686,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
687,Michael M.,30 Aug 2021,United States,5,Great fitting t-shirt,This new t-shirt looks and fits great. I hope you offer them is more colors.,N/A,Tech Shirt - Black Heather,MEDIUM,N/A
688,Matt B.,10 Aug 2021,United States,5,Comfy AF,"These are some of my favorite tees. So soft. The head hole can be pretty tight though, and I don't have a big noggin.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
689,Jonathan B.,05 Aug 2021,Canada,5,Great fit!,Love the soft feel of this shirt. Great for on or off bike!,N/A,Tech Shirt - Black Heather,LARGE,N/A
690,Will H.,28 Jul 2021,United States,5,Worth it!,"The cut and fit are top notch, perhaps the only odd thing is the head hole is pretty tight to get in and out of, but I think this will fix the problem with most shirts that get floppy around the neck.",N/A,Tech Shirt - Black Heather,LARGE,N/A
691,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
692,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
693,Michael M.,30 Aug 2021,United States,5,Great fitting t-shirt,This new t-shirt looks and fits great. I hope you offer them is more colors.,N/A,Tech Shirt - Black Heather,MEDIUM,N/A
694,Matt B.,10 Aug 2021,United States,5,Comfy AF,"These are some of my favorite tees. So soft. The head hole can be pretty tight though, and I don't have a big noggin.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
695,Jonathan B.,05 Aug 2021,Canada,5,Great fit!,Love the soft feel of this shirt. Great for on or off bike!,N/A,Tech Shirt - Black Heather,LARGE,N/A
696,Will H.,28 Jul 2021,United States,5,Worth it!,"The cut and fit are top notch, perhaps the only odd thing is the head hole is pretty tight to get in and out of, but I think this will fix the problem with most shirts that get floppy around the neck.",N/A,Tech Shirt - Black Heather,LARGE,N/A
697,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
698,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
699,Aaron G.,14 Jun 2021,United States,5,Great summer shirt,"Nice lightweight shirt. Fits snug so definitely look to size up if you might be between sizes. I often wear a large in cotton shirts, but the XL fits me nicely. 

Goes well with the mission shorts.",N/A,Tech Shirt - Black Heather,XL,N/A
700,Mr T.,29 Apr 2021,United States,5,Best kit ever,"Fantastic service from the Ornot team, and the clothing is the best I’ve ever purchased. Liked the first set so much I bought another!",N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
701,Scott L.,07 Apr 2021,United States,5,Slick shirts,Great shirt. Super comfy. ,N/A,Tech Shirt - Black Heather,XL,N/A
702,Conor O.,19 Mar 2021,United States,5,Great Tee's!!,"I got 2 of these t-shirts and they are super comfortable for riding or relaxing and everything in between. I'm 5'9"" 165 and usually between a M and L for t-shirts. I went with large and the fit is perfect. If you're between sizes I would suggest sizing up.",N/A,Tech Shirt - Black Heather,LARGE,N/A
703,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
704,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
705,Ryan K.,17 Mar 2021,United States,5,Amazing Tee Shirt,"Fit is just right for me. I'm a bit of a smedium, and when I saw that previous buyers thought the medium ran a little small, I was optimistic. The sizing did not disappoint. At 5'10"" 145ish, this is just right. Unlike so many poly blend fabrics, which I find feel a little thin, the fabric here has a bit of heft like a beefy 100% cotton tee. I'm looking forward to wearing it ragged.

Only downside is currently only available in the one color.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
706,Jarkko A.,03 Jan 2021,Finland,5,More magic from ornot,"Great texture, very soft & comfy for a tech shirt. Use it now to layer up with a merino top and arm warmers...can't wait for spring/ summer to ride just in it. Love the color too.",N/A,Recycled Tech Shirt - Sage,LARGE,N/A
707,Garrick C.,20 Oct 2020,United States,5,"Great, comfy tee!","Runs a bit small (I'm 5'11, 185) and so you may want to size up. Fabric is soft and super comfy. Good weight. Definitely an everyday tee.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
708,David V.,16 Oct 2020,United States,4,Recycled Tech Shirt - Black Heather,"Good overall. Great moisture wicking and very soft. I do find the sizing to run a bit small and there's very little stretch to the fabric compared to similar types of shirt, but overall this is a winner.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
709,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
710,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
711,jonathan h.,16 Oct 2020,United States,5,Replacing all casual shorts with these.,Bought 2 of these as my everyday shirts to replace a bunch of trashed T-shirts. Super comfortable and look great over for work over zoom. Fit is pretty slim but cut is good. Highly recommend,N/A,Tech Shirt - Black Heather,MEDIUM,N/A
712,Michael O.,06 Oct 2020,United States,5,Recycled tech shirt in black,"Ornot has become one of my favorite cycling/outdoors brands. Good quality, great materials and excellent fit. The tech shirt has a more cotton like feeling than synthetic. I use it running and hiking, as well as cycling when I don’t feel like wearing a Lycra aero kit. So far, it wicks moisture well, with a decent effort -watt output. I’m generally, size medium but I went size large, due to my swimmers shoulders and the fit is great! Not too long for my 5’8” height, still slim fitted but not tight or baggy. Loved it so much, I bought another in yellow turmeric color ",N/A,Tech Shirt - Black Heather,LARGE,N/A
713,Ed F.,06 Oct 2020,United States,5,Ornot,"The products are great but a little small and I emailed the customer service to return but the items are out of stock, I could even exchange at the facility in sparks because I live close",N/A,Recycled Tech Shirt - Sage,XL,N/A
714,Zach L.,04 Oct 2020,Canada,5,Recycled Tech Shirt,Love the shirt. It’s super comfy and soft. Plus it looks great and works well on or off the bike,N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
715,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
716,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
717,Rodney A.,30 Sep 2020,United States,5,Solid tee,Great fitting tee for everyday use on and off the bike. Loved them so much I picked all the colors available.,N/A,Tech Shirt - Black Heather,LARGE,N/A
718,Justin G.,24 Sep 2020,United States,5,Great shorts!,"Very nice fit, I’m 5’10” 155 and I went with a 30, 32 was a bit too baggy on my frame. Great fabric, nice stretch",N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
719,Colin D.,19 Sep 2020,Canada,5,Comfortable and Versatile,"I ordered two of these shirts and they’re fantastic on the bike, Ornot. A go to for both outdoor and urban adventures and a great cut/fit.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
720,Matt B.,09 Sep 2020,United States,5,Some of my favorite t-shirts,"It's soft, comfy, quick-drying, and looks great. I will continue buying these in every color that Ornot makes, except for the unfortunately-hideous yellow color.",N/A,Recycled Tech Shirt - Sage,SMALL,N/A
721,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
722,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
723,Pat S.,09 Sep 2020,United States,5,Sage the World,Loving these shirts !!!,N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
724,RH,14 Jun 2020,United States,5,Like butter,"Shirt arrived yesterday. Threw it on, quick errands trip on my bike, came back home and liked it so much just rocked it all day! So soft, breathable and dries quickly. Looking forward to grabbing other colors in the future.",N/A,Tech Shirt - Black Heather,MEDIUM,N/A
725,Addison v.,08 Jun 2020,United States,5,best looking and feeling tech shirt I've owned,The only problem is that I like it so much I find myself wearing more for causal purposes than to do any sweating in :),N/A,Recycled Tech Shirt - Sage,LARGE,N/A
726,Shane B.,03 Jun 2020,United States,5,Killer comfy Tee,"Soft, supple, breathable, but with the feel of natural cotton. No plasticky synthetic feel that comes with most breathable fabrics.",N/A,Recycled Tech Shirt - Sage,LARGE,N/A
727,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
728,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
729,Dan L.,27 May 2020,United States,5,Awesome Tech Shirt,I have used the shirt for running and it’s incredibly comfortable. ,N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
730,Jonas I.,26 May 2020,United States,5,Perfect fit,This is for sure my new favorite t-shirt. Fits me perfectly (5’10 / 163 lbs).,N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
731,Jack S.,24 Apr 2020,United States,5,Tech Shirt,"Very happy with this shirt so far. I'm 5'8"" & 157 lbs. Medium fits me perfectly. Quality seems good after a couple of washings. I like the way it fits. Not too loose, nor too snug, and just the right length. Light weight fabric for summer training/workouts/rides.",N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
732,David H.,16 Apr 2020,United States,5,Just buy one,"This shirt is 10/10 comfortable to lounge or ride in. A little heavier material so probably not wearable on the hottest of days, but still dries quickly on descents. If you're into the casual look on the bike, its for you!",N/A,Recycled Tech Shirt - Sage,LARGE,N/A
733,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
734,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
735,Mate,07 Apr 2020,Germany,5,"So soft, so stylish",Perfect texture and softness out of the box! Excellent fit for both on and off the bike. No doubt I will live in this t-shirt the whole summer.,N/A,Tech Shirt - Black Heather,MEDIUM,N/A
736,Andrew K.,27 Mar 2020,United States,5,Favorite brewery ride shirt,This paired with the mission short is my new t-shirt ride/brew ride shirt. In everday t-shirts I usually wear a L. I ordered this in M for less flap. It worked out great. I love the slightly longer tail to cover you while in the drops. I want more! It is also so comfy for just lounging around. ,N/A,Recycled Tech Shirt - Sage,MEDIUM,N/A
737,Garrick C.,16 Dec 2019,United States,5,Great shirt,Love this shirt. It's comfortable and fits well.,N/A,Recycled Tech Shirt - Sage,,N/A
738,Michael S.,29 Oct 2019,United States,5,Tech shirt,These are the best t-shirts I’ve ever owned. For real. ,N/A,Tech Shirt - Black Heather,,N/A
739,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
740,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
741,Frank,21 Oct 2019,United States,4,"Great option for road, trails, and around town",I bought this in hopes of having a shirt for multi use and it’***** all those marks. Even during a hot humid day it breathed well and kept me feeling cool and dry.,N/A,Tech Shirt - Black Heather,,N/A
742,David C.,28 Sep 2019,United States,5,"Good on and off the bike, as the ad says.","New favorite shirt. Fits Perfectly, dries quickly.",N/A,Tech Shirt - Black Heather,,N/A
743,Charles H.,25 Sep 2019,United States,5,Didn’t fit,"I’m 6’5”, 229 lbs. I usually wear an xlt. You don’t carry that size. I thought I would see if your xl would fit. It didn’t. Too short in the body. Shirt felt good while I had it on. Sorry you don’t carry talk sizes.",N/A,Recycled Tech Shirt - Sage,,N/A
744,Richard C.,18 Sep 2019,United States,5,Upgrade,These are my new standard t-shirt.,N/A,Recycled Tech Shirt - Sage,,N/A
745,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
746,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
747,brooks p.,12 Sep 2019,United States,4,Tight and short,Great shirt but a bit tight in the arms and a little short on length. +1 for going up a size when you order. I now have 3.,N/A,Recycled Tech Shirt - Sage,,N/A
748,Matt B.,12 Aug 2019,United States,5,It's a very good shirt,"These t-shirts are super comfy, and are reasonably priced for what they are. The cut is great for my body type, and the quick dry is quite nice for those hot summer commutes in the city. Plus it doesn't look or feel all polyestery.",N/A,Tech Shirt - Black Heather,,N/A
749,Corey,29 Jul 2019,,5,Fantastic,"Was curious how this shirt would do in Texas where it’s 100+ and humid. Wore it yesterday walking around and it was fantastic. Never once was I wanting to rip my shirt off cause it’s soaked with sweat and sticking to me. 😹 

5/7 would buy again. 

For sizing purposes. im 5’9 and 155 a small fits me perfect. ",N/A,Tech Shirt - Black Heather,,N/A
750,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
751,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
752,Eric,27 Jun 2023,United States,5,Great winter cap,Keeps my head nice and warm with a bill that isn't too long. The whole thing is soft and keeps my ears toasty when it's cold.,N/A,Winter Cap,Stone Blue,N/A
753,Austin D.,29 Mar 2023,United States,5,Super comfy and warm hat!,I typically get really bad ear/headaches when I ride in cold/windy weather. This has been a game changer. I know I didn't want a headband or skull cap and wanted something with a bill so this was a perfect option. Love the color and comfort as I ride!,N/A,Winter Cap,Sage,N/A
754,Ronan,28 Feb 2023,United States,5,Great cap,"This is a great cap for cold riding. It keeps my ears warm so I don't have to wear ear muffs under my helmet. Secondly, the bill on most caps is too large so I can't see anything when I'm bent forward on the bike, which is almost always. The smaller bill here alleviates that problem to some degree. It's a solid product. I'd get one in black or mesa if it was available in those colors.",N/A,Winter Cap,,N/A
755,Kyle C.,14 Jan 2023,United States,4,"Great Ear Flaps, Brim is a bit odd","I love the foldable ear flap. This hat has been great at keeping me warm on winter rides. The brim shape is a bit odd, and it shipped folded in half which might not have helped. I'd definitely buy it again, though.",N/A,Winter Cap,Sage,N/A
756,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
757,Cory J.,03 Jan 2023,United States,4,"Great hat, brim needs work","I like the color, fit and look of this hat, keeps me toasty down to the mid 30s F without overheating. The brim length is perfect, but the shape is odd and the material doesn’t bend well, it kinks up and creases vs. folding which is mostly an esthetic issue, but not one that afflicted the prior version (which I also have and love).",N/A,Winter Cap,Stone Blue,N/A
758,Dean R.,20 Dec 2022,United States,5,What can I say about this cap?,"We’ve been having an unusually cold winter in SF, and I’m trying my best to stay off the trainer. This cap kept me (relatively) cozy going up & down Mt Tam on the coldest day of the year, and it makes me not entirely dread morning rides when it’s still below 40F.

Fits well, and looks good with all of my other Ornot stuff.",N/A,Winter Cap,Stone Blue,N/A
759,Tetsuya I.,13 Dec 2022,United States,5,Toasty!,"Love the feel of the cap! I just got another one in a different color. The ear covers really work… keeping me nice and toasty.
One thing I would change to the cap is to have a bit stiffer and bigger bill just like one in Classic Cap. I would like to have the bill remain flipped up.",N/A,Winter Cap,Sage,N/A
760,Tetsuya I.,13 Dec 2022,United States,5,Toasty!,"Love the feel of the cap! I just got another one in a different color. The ear covers really work… keeping me nice and toasty.
One thing I would change to the cap is to have a bit stiffer and bigger bill just like one in Classic Cap. I would like to have the bill remain flipped up.",N/A,Winter Cap,Sage,N/A
761,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
762,Timothy K.,11 Nov 2022,Canada,5,Winter must buy,"This hat easily fits under the helmet is super cosy, love the short brim, and keeps ears warm. I love it, it’s very soft finish, you can be cold ornot.",N/A,Winter Cap,Stone Blue,N/A
763,Bryan V.,17 Apr 2022,United States,5,Love it!,"Cannot say enough good things about this cap. Comfy, warm, and fits nicely under my helmet. Been wearing this on every ride lately since I only have time to ride at night and early morning currently.",N/A,Winter Cap,Stone Blue,N/A
764,tony p.,09 Feb 2022,United States,5,New winter cap,Great fitting and not too bulky for helmet. My ears thank you,N/A,Winter Cap,Stone Blue,N/A
765,Joseph V.,04 Feb 2022,United States,5,"You Can Be Warm, Ornot","Warm, practical, made in the USA. The only winter cap you’ll need. ",N/A,Winter Cap,Stone Blue,N/A
766,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
767,Melvictor T.,26 Jan 2022,United States,5,Gaiter Over Ears Ornot,"A much better alternative to keeping your ears warm than snooding too high. Fits great under the helmet as long as you have a couple clicks to adjust. It never got too hot and folds up for the pocket easily. Side note: I thought the bill was broken or, but it was designed that way to make folding and stowing origami. Another genius little detail from a solid company.",N/A,Winter Cap,Sage,N/A
768,Kia R.,12 Jan 2022,United States,5,Great for descents!,"I ride in Portland, OR where it's quite hilly with nice, long, downhill descents. It was about 40F when I went for a ride over the weekend, and this hat kept my ears nice and warm especially on the downhills. The ear fabric is easy to flip up if you get too hot. Super soft. Buy it. Love it.",N/A,Winter Cap,Stone Blue,N/A
769,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
770,Lauren O.,17 Jul 2023,United States,5,Every bag should be this great,"Perfect bag, perfect size, perfect color. Love. ",N/A,Handlebar Bag Mini - Morocco,Mini - Morocco,N/A
771,Sonja T.,14 Jul 2023,United States,5,Great Bag,Nice size and handy for bars or saddles.,N/A,Handlebar Bag Mini - Black,Mini - Black,N/A
772,Ran W.,12 Jul 2023,United States,5,Great piece of kit,"Easy to install, great bit of additional storage for the ride, without having to reach around the saddle! Perfect spot for gloves and warmers.",N/A,Handlebar Bag Mini - Black,Mini - Black,N/A
773,Jeremy P.,11 Jul 2023,United States,4,Solid Bar Bag,"Not much more I can ask for in a bar bag. I appreciate the reflective stripe on the front webbing. The only reason I'm docking a star is with my handlebars if I cinch the velcro straps down all the way, I get barely any velcro engagement. I'm not sure if this was designed this way for aero bars or something, but I end up having to loosen them a bit to make the attachment more secure.",N/A,Handlebar Bag Mini - Stone Blue,Mini - Stone Blue,N/A
774,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
775,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
776,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
777,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
778,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
779,Brad B.,07 Jul 2023,United States,5,great product,super happy with this. I bought it for my son so he can store his stuff while riding around town with his buddies. works great. Excellent customer service,N/A,Handlebar Bag Mini - Stone Blue,Mini - Stone Blue,N/A
780,David H.,05 Jul 2023,United States,5,Handle bar bag,"Bought two of these - one for me, one for my wife. As she said - game changer! Perfect size for a phone, little wallet, some snacks and keys. Fits really well on the bars and does not lose its shape or move around. Exatly what we were looking for and you have really delivered - thanks!",N/A,Handlebar Bag Mini - Black,Mini - Black,N/A
781,Cameron W.,03 Jul 2023,United States,5,"Great bag for your handlebars, Ornot!","I use mine as a frame bag under my top tube. Works great if you have a computer on your stem that interferes with a handlebar bag like this one. Nice quality and I like the rigid material because I can open it with one hand while riding, grab my snack, and get it closed with one hand without having to stop.",N/A,Handlebar Bag Mini - Stone Blue,Mini - Stone Blue,N/A
782,Luke B.,30 Jun 2023,United States,5,All products from Ornot are of High Quality build/materials!!,"Recent order with handlebar bag, lightweight mission shorts, men’s belt, socks…all are of high quality construction. Had to exchange shorts for different size(my fault) and it was seamless. Will be reordering additional items soon!",N/A,Handlebar Bag Mini - Black,Mini - Black,N/A
783,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
784,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
785,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
786,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
787,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
788,Pete,28 Jun 2023,United States,5,Perfect,"Great size and love that it's rigid. I use it everyday for commuting. Easily fits a windshirt, phone, id, and my keys. It disappears on my handlebars and was very easy to attach. Really wouldn't change a thing.",N/A,Handlebar Bag Mini - Black,Mini - Black,N/A
789,Maria T.,28 Jun 2023,United States,5,Handy off the bike,This bag is great on and off the bike. It's sturdy enough to hold glasses and other fragile items without worrying getting crushed. Love the bright color,N/A,Handlebar Bag Mini - Morocco,Mini - Morocco,N/A
790,SRios,27 Jun 2023,United States,5,I would recommend,"I received this bag and I love it! The thing I like the most is that it holds its shape and stays round on the handle bars. I am able to hold my phone, keys, ear buds, energy bar, handle bar light, and helmet light if need be.

The actual color was slightly more mustard than the web images depicted but I was not disappointed with the received color as it was definitely close enough!",N/A,Handlebar Bag Mini - Morocco,,N/A
791,Spencer C.,27 Jun 2023,United States,5,Rigid shape is very welcome,"Replaced my saggy handlebar bag with this rigid one, and much prefer it. The rigid construction holds its shape, so my snacks and gear don't get jostled around. The olive green color matches all of my bikes, and it's the perfect size for longer rides. Picked up a matching Olive saddle bag.",N/A,Handlebar Bag Mini - Olive,,N/A
792,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
793,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
794,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
795,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
796,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
797,Ian,27 Jun 2023,United States,5,Perfect size bar bag,"Great bar bag for my commutes and longer rides. I love the color and it fits phones, Wallet and keys perfectly. You can also carry cheese its… or not",N/A,Handlebar Bag Mini - Morocco,Mini - Morocco,N/A
798,Austin,27 Jun 2023,United States,5,"High quality, flexible mounting options","It fits my phone, a set of keys, and my Costanza wallet. Seems to keep moisture out well and doesn’t move around or make noise. Olive color matches the decals on my Stigmata. Big fan!",N/A,Handlebar Bag Mini - Olive,Mini - Olive,N/A
799,Lindsay,27 Jun 2023,United States,5,versatile for long rides and commutes too,"Great bag that holds basic flat repair supplies and some snacks on long rides and easily moves over to a commuter bike to hold a lock or whatever else. The structured shape makes it clear how much you can fit into it (and what you can't), and I think it helps me with using the zipper while riding. The bag fits nicely angled a bit under the bars or right out in front. I've only used this on drop bar bikes, but it seems like it would work on any bike. An out front head unit mount does get in the way of accessing the bag while riding, but of course that would be the case for any bar bag. ",N/A,Handlebar Bag Mini - Olive,,N/A
